,domestic,international,worldwide,budget,genres,title
/release/rl1182631425/?ref_=bo_yld_table_1,204417855,220200000.0,424617855,90000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Bad Boys for Life
/release/rl2969994753/?ref_=bo_yld_table_2,159227644,221775855.0,381003499,95000000.0,"['Drama', 'War']",1917
/release/rl4244997633/?ref_=bo_yld_table_3,146066470,160700000.0,306766470,85000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Sonic the Hedgehog
/release/rl755467777/?ref_=bo_yld_table_4,316831246,479744747.0,796575993,125000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Jumanji: The Next Level
/release/rl3305145857/?ref_=bo_yld_table_5,515202542,558941706.0,1074144248,275000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Star Wars: The Rise of Skywalker
/release/rl3640886785/?ref_=bo_yld_table_6,84158461,117700000.0,201858461,84500000.0,"['Action', 'Adventure', 'Crime']",Harley Quinn: Birds of Prey
/release/rl2164295169/?ref_=bo_yld_table_7,77047065,166318673.0,243365738,175000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Dolittle
/release/rl218596865/?ref_=bo_yld_table_8,108101214,101000000.0,209101214,40000000.0,"['Drama', 'Romance']",Little Women
/release/rl50628097/?ref_=bo_yld_table_9,64914050,65644696.0,130558746,7000000.0,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",The Invisible Man
/release/rl2533524993/?ref_=bo_yld_table_10,62342368,45262258.0,107604626,135000000.0,"['Adventure', 'Drama', 'Family']",The Call of the Wild
/release/rl3433267713/?ref_=bo_yld_table_11,61555145,49736680.0,111291825,,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Onward
/release/rl3204875777/?ref_=bo_yld_table_12,165363234,143869563.0,309232797,40000000.0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",Knives Out
/release/rl2424210945/?ref_=bo_yld_table_13,477373578,972653355.0,1450026933,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Frozen II
/release/rl1333691905/?ref_=bo_yld_table_14,66757013,104859751.0,171616764,100000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Spies in Disguise
/release/rl3473442305/?ref_=bo_yld_table_15,36296853,78700000.0,114996853,22000000.0,"['Action', 'Comedy', 'Crime']",The Gentlemen
/release/rl419792385/?ref_=bo_yld_table_16,36001502,14400000.0,50401502,25000000.0,"['Biography', 'Crime', 'Drama']",Just Mercy
/release/rl1258849793/?ref_=bo_yld_table_17,53369749,203897314.0,257267063,11400000.0,"['Comedy', 'Drama', 'Thriller']",Parasite
/release/rl1611040257/?ref_=bo_yld_table_18,26441782,20874177.0,47315959,7000000.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Fantasy Island
/release/rl3825763841/?ref_=bo_yld_table_19,50023780,,50023780,19000000.0,"['Crime', 'Drama', 'Thriller']",Uncut Gems
/release/rl4278486529/?ref_=bo_yld_table_20,22169514,7583629.0,29753143,29000000.0,['Comedy'],Like a Boss
/release/rl1745126913/?ref_=bo_yld_table_21,21221803,28289516.0,49511319,10000000.0,"['Horror', 'Mystery']",The Grudge
/release/rl1655931393/?ref_=bo_yld_table_22,20578185,112594.0,20690779,16000000.0,"['Drama', 'Romance']",The Photograph
/release/rl302548481/?ref_=bo_yld_table_23,17291078,23591850.0,40882928,,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Underwater
/release/rl3020195329/?ref_=bo_yld_table_24,15472775,3121577.0,18594352,14000000.0,"['Drama', 'Horror', 'Mystery']",The Turning
/release/rl3842541057/?ref_=bo_yld_table_25,15347654,6329211.0,21676865,,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Gretel & Hansel
/release/rl867926529/?ref_=bo_yld_table_26,13304000,15883012.0,29187012,,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",My Hero Academia: Heroes Rising
/release/rl2550760961/?ref_=bo_yld_table_27,31762808,28094738.0,59857546,32000000.0,"['Biography', 'Drama']",Bombshell
/release/rl4127819265/?ref_=bo_yld_table_28,13590514,1100000.0,14690514,,"['Drama', 'Sport']",The Way Back
/release/rl2567538177/?ref_=bo_yld_table_29,12611536,7700000.0,20311536,10000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Brahms: The Boy II
/release/rl2030601729/?ref_=bo_yld_table_30,33370906,56964119.0,90335025,14000000.0,"['Comedy', 'Drama', 'War']",Jojo Rabbit
/release/rl2998501889/?ref_=bo_yld_table_31,10691091,,10691091,3000000.0,['Comedy'],Impractical Jokers: The Movie
/release/rl990348801/?ref_=bo_yld_table_32,117624357,107883853.0,225508210,97600000.0,"['Action', 'Biography', 'Drama', 'Sport']",Ford v Ferrari
/release/rl3221784065/?ref_=bo_yld_table_33,10055355,15558509.0,25613864,10000000.0,"['Comedy', 'Drama']",Emma.
/release/rl235374081/?ref_=bo_yld_table_34,10021787,20842514.0,30864301,45000000.0,"['Action', 'Drama', 'Sci-Fi']",Bloodshot
/release/rl1628014081/?ref_=bo_yld_table_35,9868521,3041018.0,12909539,12000000.0,"['Biography', 'Drama', 'Music', 'Romance']",I Still Believe
/release/rl2611249665/?ref_=bo_yld_table_36,8287061,612134.0,8899195,,"['Comedy', 'Drama']",Downhill
/release/rl3669066241/?ref_=bo_yld_table_37,7798743,185378236.0,193176979,,"['Animation', 'Drama', 'Family', 'Fantasy', 'Romance']",Weathering with You
/release/rl2684847617/?ref_=bo_yld_table_38,27166770,46577460.0,73744230,95000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",Cats
/release/rl1459979777/?ref_=bo_yld_table_39,5812500,3611893.0,9424393,14000000.0,"['Action', 'Horror', 'Thriller']",The Hunt
/release/rl3775038977/?ref_=bo_yld_table_40,5437971,551612.0,5989583,50000000.0,"['Action', 'Drama', 'Mystery', 'Thriller']",The Rhythm Section
/release/rl2651096577/?ref_=bo_yld_table_41,61704055,6056822.0,67760877,25000000.0,"['Biography', 'Drama']",A Beautiful Day in the Neighborhood
/release/rl2903213569/?ref_=bo_yld_table_42,22345542,21400000.0,43745542,45000000.0,"['Biography', 'Crime', 'Drama']",Richard Jewell
/release/rl1325958657/?ref_=bo_yld_table_43,3759854,6159996.0,9919850,,"['Drama', 'Romance']",Portrait of a Lady on Fire
/release/rl615875073/?ref_=bo_yld_table_44,3306611,,3306611,,[],2020 Oscar Nominated Short Films
/release/rl50824705/?ref_=bo_yld_table_45,43808310,3893946.0,47702256,18000000.0,"['Crime', 'Drama', 'Romance']",Queen & Slim
/release/rl537298433/?ref_=bo_yld_table_46,2971116,3321664.0,6292780,,['Comedy'],Las Pildoras De Mi Novio
/release/rl1617987073/?ref_=bo_yld_table_47,2949212,415356.0,3364568,,"['Drama', 'War']",The Last Full Measure
/release/rl1386316289/?ref_=bo_yld_table_48,3956031,172385447.0,176341478,,"['Action', 'Biography', 'Drama', 'History']",Ip Man 4: The Finale
/release/rl716997121/?ref_=bo_yld_table_49,1806698,1274704.0,3081402,,['Horror'],The Wretched
/release/rl2517140993/?ref_=bo_yld_table_50,2138907,1015177.0,3154084,,"['Drama', 'Horror', 'Thriller']",The Lodge
/release/rl252151297/?ref_=bo_yld_table_51,335451311,738800000.0,1074251311,55000000.0,"['Crime', 'Drama', 'Thriller']",Joker
/release/rl520455681/?ref_=bo_yld_table_52,142502728,231840898.0,374343626,90000000.0,"['Comedy', 'Drama']",Once Upon a Time... In Hollywood
/release/rl1857978881/?ref_=bo_yld_table_53,1372894,350395.0,1723289,,"['Horror', 'Thriller']",The Rental
/release/rl54887169/?ref_=bo_yld_table_54,1206600,153333.0,1359933,63000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Jurassic Park
/release/rl1554088449/?ref_=bo_yld_table_55,1100313,208551.0,1308864,,['Drama'],The Assistant
/release/rl1807647233/?ref_=bo_yld_table_56,1039375,80424.0,1119799,,"['Drama', 'Horror']",Relic
/release/rl826311425/?ref_=bo_yld_table_57,1004574,17910.0,1022484,,"['Action', 'Drama', 'Horror', 'Thriller']",Becky
/release/rl2953545217/?ref_=bo_yld_table_58,1077584,61378.0,1138962,,"['Drama', 'Music', 'Mystery', 'War']",The Song of Names
/release/rl3702948353/?ref_=bo_yld_table_59,889863,,889863,,"['Crime', 'Drama']",Mafia Inc
/release/rl2558297601/?ref_=bo_yld_table_60,865824,,865824,,"['Adventure', 'Animation', 'Comedy', 'Family']",The SpongeBob Movie: Sponge On The Run
/release/rl3406333441/?ref_=bo_yld_table_61,4589490,101758.0,4691248,,['Comedy'],Jay and Silent Bob Reboot
/release/rl2500363777/?ref_=bo_yld_table_62,1730597,2870606.0,4601203,,"['Biography', 'Drama', 'Romance', 'War']",A Hidden Life
/release/rl565084673/?ref_=bo_yld_table_63,821000,545335.0,1366335,,"['Action', 'Comedy', 'Drama', 'Musical']",Sarileru Neekevvaru
/release/rl2886174209/?ref_=bo_yld_table_64,28539757,21400000.0,49939757,33000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",21 Bridges
/release/rl172327681/?ref_=bo_yld_table_65,785000,300278.0,1085278,18000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Star Wars: Episode V - The Empire Strikes Back
/release/rl2084930305/?ref_=bo_yld_table_66,758300,67.0,758367,7000000.0,"['Adventure', 'Thriller']",Jaws
/release/rl397902337/?ref_=bo_yld_table_67,721439,16001062.0,16722501,,"['Action', 'Thriller']",Baaghi 3
/release/rl1874035201/?ref_=bo_yld_table_68,696191,,696191,,['Documentary'],Patterns of Evidence: The Red Sea Miracle
/release/rl1980270081/?ref_=bo_yld_table_69,4567338,32569736.0,37137074,,['Drama'],Pain and Glory
/release/rl3232530945/?ref_=bo_yld_table_70,1073969,,1073969,,['Comedy'],Merci pour tout
/release/rl939755009/?ref_=bo_yld_table_71,113929605,377800484.0,491730089,185000000.0,"['Adventure', 'Family', 'Fantasy']",Maleficent: Mistress of Evil
/release/rl390497025/?ref_=bo_yld_table_72,612528,,612528,,"['Action', 'Crime', 'Drama', 'Thriller']",The Tax Collector
/release/rl423985921/?ref_=bo_yld_table_73,605000,15883.0,620883,30000000.0,"['Action', 'Comedy', 'Fantasy']",Ghostbusters
/release/rl3316417025/?ref_=bo_yld_table_74,604334,5927766.0,6532100,,"['Biography', 'Drama']",Chhapaak
/release/rl2141815297/?ref_=bo_yld_table_75,601032,3679869.0,4280901,,['Thriller'],Unhinged
/release/rl951026177/?ref_=bo_yld_table_76,582720,4303404.0,4886124,,"['Drama', 'Sport']",Panga
/release/rl2634515969/?ref_=bo_yld_table_77,56846802,68802466.0,125649268,100000000.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",Midway
/release/rl2051375873/?ref_=bo_yld_table_78,565000,351852.0,916852,,"['Adventure', 'Comedy', 'Family']",The Goonies
/release/rl1308788225/?ref_=bo_yld_table_79,10429730,8100000.0,18529730,5000000.0,"['Horror', 'Mystery', 'Thriller']",Black Christmas
/release/rl3182658049/?ref_=bo_yld_table_80,765561,257949.0,1023510,,"['Horror', 'Mystery', 'Sci-Fi']",Color Out of Space
/release/rl792756993/?ref_=bo_yld_table_81,538179,,538179,,"['Horror', 'Mystery', 'Thriller']",Followed
/release/rl369657345/?ref_=bo_yld_table_82,43082155,264862.0,43347017,17000000.0,"['Action', 'Biography', 'Drama', 'History']",Harriet
/release/rl101025281/?ref_=bo_yld_table_83,100044905,103000000.0,203044905,24000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",The Addams Family
/release/rl843416321/?ref_=bo_yld_table_84,502388,1292.0,503680,,['Drama'],The Big Ugly
/release/rl2047575553/?ref_=bo_yld_table_85,11136084,10489566.0,21625650,,"['Biography', 'Drama', 'History', 'Thriller']",Dark Waters
/release/rl21660417/?ref_=bo_yld_table_86,467000,,467000,160000000.0,"['Family', 'Fantasy', 'Musical', 'Romance']",Beauty and the Beast
/release/rl4555521/?ref_=bo_yld_table_87,460000,,460000,175000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Inside Out
/release/rl2662957569/?ref_=bo_yld_table_88,449561,4801.0,454362,,"['Biography', 'Documentary', 'History', 'Music']",Once Were Brothers: Robbie Robertson and the Band
/release/rl2584446465/?ref_=bo_yld_table_89,434702,151143.0,585845,,"['Biography', 'Drama', 'Thriller']",Seberg
/release/rl71992065/?ref_=bo_yld_table_90,430000,,430000,140000000.0,"['Action', 'Adventure', 'Sci-Fi']",Iron Man
/release/rl2886436353/?ref_=bo_yld_table_91,1788322,89353.0,1877675,,['Documentary'],Fantastic Fungi
/release/rl3124855553/?ref_=bo_yld_table_92,429148,,429148,,"['Crime', 'Drama', 'Romance', 'Thriller']",Infamous
/release/rl222659329/?ref_=bo_yld_table_93,367000,1446686.0,1813686,,"['Action', 'Adventure', 'Sci-Fi']",Black Panther
/release/rl3785392641/?ref_=bo_yld_table_94,355308,1103518.0,1458826,,"['Comedy', 'Drama']",Greed
/release/rl1168998913/?ref_=bo_yld_table_95,332432,3663453.0,3995885,,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",Ride Your Wave
/release/rl615416321/?ref_=bo_yld_table_96,330181,18533012.0,18863193,,"['Crime', 'Drama', 'Thriller']",Les Misérables
/release/rl721978881/?ref_=bo_yld_table_97,364716,236.0,364952,,['Drama'],Clemency
