,domestic,international,worldwide,budget,genres,title
/release/rl3764946433/?ref_=bo_yld_table_1,486295561,542275328.0,1028570889,,"['Adventure', 'Animation', 'Comedy', 'Family']",Finding Dory
/release/rl2557707777/?ref_=bo_yld_table_2,532177324,523879949.0,1056057273,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Rogue One: A Star Wars Story
/release/rl3210970625/?ref_=bo_yld_table_3,408084349,745211944.0,1153296293,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Captain America: Civil War
/release/rl2069595649/?ref_=bo_yld_table_4,368384330,507073607.0,875457937,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",The Secret Life of Pets
/release/rl2455602689/?ref_=bo_yld_table_5,364001123,602549477.0,966550600,175000000.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",The Jungle Book
/release/rl2588706305/?ref_=bo_yld_table_6,363070709,419541446.0,782612155,58000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Deadpool
/release/rl4031743489/?ref_=bo_yld_table_7,341268248,682515947.0,1023784195,,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery']",Zootopia
/release/rl2238875137/?ref_=bo_yld_table_8,330360194,543274725.0,873634919,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Batman v Superman: Dawn of Justice
/release/rl1145865729/?ref_=bo_yld_table_9,325100054,421746840.0,746846894,175000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Suicide Squad
/release/rl2691925505/?ref_=bo_yld_table_10,936662225,1131561399.0,2068223624,245000000.0,"['Action', 'Adventure', 'Sci-Fi']",Star Wars: Episode VII - The Force Awakens
/release/rl3076752897/?ref_=bo_yld_table_11,232641920,445076475.0,677718395,165000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Doctor Strange
/release/rl3696264705/?ref_=bo_yld_table_12,234037575,580000000.0,814037575,180000000.0,"['Adventure', 'Family', 'Fantasy']",Fantastic Beasts and Where to Find Them
/release/rl4249847297/?ref_=bo_yld_table_13,248757044,394574067.0,643331111,,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Moana
/release/rl3698165249/?ref_=bo_yld_table_14,183637894,349312609.0,532950503,135000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Western']",The Revenant
/release/rl2537981441/?ref_=bo_yld_table_15,162434410,253050504.0,415484914,120000000.0,"['Action', 'Thriller']",Jason Bourne
/release/rl2960360961/?ref_=bo_yld_table_16,158848340,184623476.0,343471816,185000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Star Trek Beyond
/release/rl1417315841/?ref_=bo_yld_table_17,155442489,388491616.0,543934105,178000000.0,"['Action', 'Adventure', 'Sci-Fi']",X-Men: Apocalypse
