,domestic,international,worldwide,budget,genres,title
/release/rl709199361/?ref_=bo_yld_table_1,623357910,895455078.0,1518812988,220000000.0,"['Action', 'Adventure', 'Sci-Fi']",The Avengers
/release/rl3745875457/?ref_=bo_yld_table_2,448139099,632902188.0,1081041287,250000000.0,"['Action', 'Adventure']",The Dark Knight Rises
/release/rl4049110529/?ref_=bo_yld_table_3,408010692,286384032.0,694394724,78000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",The Hunger Games
/release/rl1346799105/?ref_=bo_yld_table_4,304360277,804200736.0,1108561013,200000000.0,"['Action', 'Adventure', 'Thriller']",Skyfall
/release/rl3276178945/?ref_=bo_yld_table_5,292324737,537422083.0,829746820,120000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",The Twilight Saga: Breaking Dawn - Part 2
/release/rl930317825/?ref_=bo_yld_table_6,262030663,495900000.0,757930663,230000000.0,"['Action', 'Adventure', 'Sci-Fi']",The Amazing Spider-Man
/release/rl910460417/?ref_=bo_yld_table_7,237283207,301700000.0,538983207,185000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Brave
/release/rl2321122817/?ref_=bo_yld_table_8,303003568,714000000.0,1017003568,,"['Adventure', 'Fantasy']",The Hobbit: An Unexpected Journey
/release/rl2255848961/?ref_=bo_yld_table_9,218815487,330552828.0,549368315,50000000.0,['Comedy'],Ted
/release/rl1415611905/?ref_=bo_yld_table_10,216391482,530529792.0,746921274,145000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Madagascar 3: Europe's Most Wanted
/release/rl2858518017/?ref_=bo_yld_table_11,214030500,134809816.0,348840316,70000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",The Lorax
/release/rl1298302465/?ref_=bo_yld_table_12,179020854,445005922.0,624026776,225000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Men in Black 3
/release/rl242058753/?ref_=bo_yld_table_13,189422889,281800000.0,471222889,165000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Wreck-It Ralph
/release/rl3327690241/?ref_=bo_yld_table_14,161321843,715922939.0,877244782,95000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Ice Age: Continental Drift
/release/rl2054194689/?ref_=bo_yld_table_15,155332381,241260448.0,396592829,170000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Snow White and the Huntsman
/release/rl5801473/?ref_=bo_yld_table_16,148313048,210062555.0,358375603,85000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Hotel Transylvania
/release/rl1651869185/?ref_=bo_yld_table_17,139854287,236287019.0,376141306,45000000.0,"['Action', 'Thriller']",Taken 2
/release/rl1564575233/?ref_=bo_yld_table_18,138447667,63137661.0,201585328,42000000.0,"['Action', 'Comedy', 'Crime']",21 Jump Street
/release/rl3814622721/?ref_=bo_yld_table_19,182207973,93085477.0,275293450,65000000.0,"['Biography', 'Drama', 'History', 'War']",Lincoln
/release/rl1063945729/?ref_=bo_yld_table_20,126477084,276877385.0,403354469,130000000.0,"['Adventure', 'Mystery', 'Sci-Fi']",Prometheus
/release/rl107972097/?ref_=bo_yld_table_21,126373434,81702771.0,208076205,85000000.0,"['Action', 'Thriller']",Safe House
/release/rl2541323777/?ref_=bo_yld_table_22,125014030,71100540.0,196114570,30000000.0,"['Drama', 'Romance']",The Vow
/release/rl2657125889/?ref_=bo_yld_table_23,113721571,54017797.0,167739368,7000000.0,"['Comedy', 'Drama']",Magic Mike
/release/rl2521204225/?ref_=bo_yld_table_24,113203870,162940880.0,276144750,125000000.0,"['Action', 'Adventure', 'Thriller']",The Bourne Legacy
/release/rl1178764801/?ref_=bo_yld_table_25,136025503,96300000.0,232325503,44500000.0,"['Biography', 'Drama', 'Thriller']",Argo
/release/rl1079870977/?ref_=bo_yld_table_26,103860290,231400000.0,335260290,79000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Journey 2: The Mysterious Island
/release/rl1062372865/?ref_=bo_yld_table_27,93772375,68000000.0,161772375,31000000.0,"['Drama', 'Thriller']",Flight
/release/rl1853130241/?ref_=bo_yld_table_28,91547205,4523302.0,96070507,12000000.0,"['Comedy', 'Romance']",Think Like a Man
/release/rl2304214529/?ref_=bo_yld_table_29,103412758,203528912.0,306941670,145000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Rise of the Guardians
/release/rl1365411329/?ref_=bo_yld_table_30,209397903,485315477.0,694713380,145000000.0,"['Action', 'Adventure', 'Thriller']",Mission: Impossible - Ghost Protocol
/release/rl124552705/?ref_=bo_yld_table_31,86907746,18000000.0,104907746,,['Comedy'],The Campaign
/release/rl2640217601/?ref_=bo_yld_table_32,124987023,484029542.0,609016565,120000000.0,"['Adventure', 'Drama', 'Fantasy']",Life of Pi
