,domestic,international,worldwide,budget,genres,title
/release/rl1416332801/?ref_=bo_yld_table_1,317575550,657179821.0,974755371,125000000.0,"['Adventure', 'Family', 'Fantasy']",Harry Potter and the Sorcerer's Stone
/release/rl7439873/?ref_=bo_yld_table_2,267665011,220104788.0,487769799,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Shrek
/release/rl2070251009/?ref_=bo_yld_table_3,255873250,272900000.0,528773250,115000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","Monsters, Inc."
/release/rl795837953/?ref_=bo_yld_table_4,226164286,121161516.0,347325802,90000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Rush Hour 2
/release/rl3580200449/?ref_=bo_yld_table_5,202019785,230993489.0,433013274,98000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",The Mummy Returns
/release/rl543720961/?ref_=bo_yld_table_6,198542554,250678391.0,449220945,140000000.0,"['Action', 'Drama', 'History', 'Romance', 'War']",Pearl Harbor
/release/rl3210577409/?ref_=bo_yld_table_7,181171875,187608934.0,368780809,93000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Jurassic Park III
/release/rl3379070465/?ref_=bo_yld_table_8,180011740,182200000.0,362211740,100000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Planet of the Apes
/release/rl357991937/?ref_=bo_yld_table_9,165092268,186600000.0,351692268,87000000.0,"['Crime', 'Drama', 'Thriller']",Hannibal
/release/rl4200695297/?ref_=bo_yld_table_10,313364114,570362156.0,883726270,93000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",The Lord of the Rings: The Fellowship of the Ring
/release/rl2604893697/?ref_=bo_yld_table_11,145103595,142450000.0,287553595,30000000.0,['Comedy'],American Pie 2
/release/rl928220673/?ref_=bo_yld_table_12,144533925,62750000.0,207283925,38000000.0,"['Action', 'Crime', 'Thriller']",The Fast and the Furious
/release/rl409372161/?ref_=bo_yld_table_13,183417150,267300000.0,450717150,85000000.0,"['Crime', 'Thriller']",Ocean's Eleven
/release/rl1767867905/?ref_=bo_yld_table_14,131168070,143535270.0,274703340,115000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Lara Croft: Tomb Raider
/release/rl1115129345/?ref_=bo_yld_table_15,124115725,83400000.0,207515725,,"['Crime', 'Drama', 'Thriller']",Traffic
/release/rl2772993537/?ref_=bo_yld_table_16,233632142,196000000.0,429632142,90000000.0,"['Adventure', 'Drama', 'Romance']",Cast Away
/release/rl2739766785/?ref_=bo_yld_table_17,128078872,85446864.0,213525736,17000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']","Crouching Tiger, Hidden Dragon"
/release/rl1112442369/?ref_=bo_yld_table_18,112952899,63151445.0,176104344,70000000.0,"['Comedy', 'Family', 'Fantasy']",Dr. Dolittle 2
/release/rl1903396353/?ref_=bo_yld_table_19,112719001,35215179.0,147934180,35000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Spy Kids
/release/rl4033578497/?ref_=bo_yld_table_20,108248956,57086197.0,165335153,26000000.0,"['Comedy', 'Family', 'Romance']",The Princess Diaries
/release/rl711558657/?ref_=bo_yld_table_21,96522687,113424350.0,209947037,17000000.0,"['Horror', 'Mystery', 'Thriller']",The Others
/release/rl861832705/?ref_=bo_yld_table_22,96520674,45254005.0,141774679,18000000.0,"['Comedy', 'Romance']",Legally Blonde
/release/rl2940438017/?ref_=bo_yld_table_23,93607673,44700000.0,138307673,46000000.0,"['Comedy', 'Romance']",America's Sweethearts
/release/rl2370340353/?ref_=bo_yld_table_24,93385515,107301977.0,200687492,60000000.0,"['Action', 'Comedy', 'Family', 'Fantasy']",Cats & Dogs
/release/rl2641331713/?ref_=bo_yld_table_25,91057006,40649803.0,131706809,,"['Drama', 'Music', 'Romance']",Save the Last Dance
/release/rl3628238337/?ref_=bo_yld_table_26,84056472,101997253.0,186053725,120000000.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",Atlantis: The Lost Empire
/release/rl2504033793/?ref_=bo_yld_table_27,78616689,157309863.0,235926552,100000000.0,"['Drama', 'Sci-Fi']",A.I. Artificial Intelligence
/release/rl1165460993/?ref_=bo_yld_table_28,76631907,28244326.0,104876233,,"['Crime', 'Drama', 'Thriller']",Training Day
/release/rl2101577217/?ref_=bo_yld_table_29,74078174,31100387.0,105178561,60000000.0,"['Drama', 'Thriller']",Along Came a Spider
/release/rl3849881089/?ref_=bo_yld_table_30,182811707,191300000.0,374111707,70000000.0,"['Comedy', 'Fantasy', 'Romance']",What Women Want
/release/rl340362753/?ref_=bo_yld_table_31,71543427,210386368.0,281929795,25000000.0,"['Comedy', 'Drama', 'Romance']",Bridget Jones's Diary
