,domestic,international,worldwide,budget,genres,title
/release/rl3027731969/?ref_=bo_yld_table_1,402111870,434191823.0,836303693,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Transformers: Revenge of the Fallen
/release/rl1231783425/?ref_=bo_yld_table_2,301959197,632000000.0,933959197,250000000.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']",Harry Potter and the Half-Blood Prince
/release/rl3245770241/?ref_=bo_yld_table_3,293004164,442094918.0,735099082,175000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Up
/release/rl3479471617/?ref_=bo_yld_table_4,296623634,413203828.0,709827462,50000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",The Twilight Saga: New Moon
/release/rl876971521/?ref_=bo_yld_table_5,749766139,1994570654.0,2744336793,237000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Avatar
/release/rl643204609/?ref_=bo_yld_table_6,277322503,191490290.0,468812793,35000000.0,['Comedy'],The Hangover
/release/rl2876474881/?ref_=bo_yld_table_7,257730019,127950427.0,385680446,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",Star Trek
/release/rl224757249/?ref_=bo_yld_table_8,198351526,183158344.0,381509870,175000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi', 'Thriller']",Monsters vs. Aliens
/release/rl3310913025/?ref_=bo_yld_table_9,196573705,690113112.0,886686817,90000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Ice Age: Dawn of the Dinosaurs
/release/rl3796338177/?ref_=bo_yld_table_10,255959475,53248834.0,309208309,29000000.0,"['Biography', 'Drama', 'Sport']",The Blind Side
/release/rl3262875137/?ref_=bo_yld_table_11,179883157,193179707.0,373062864,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",X-Men Origins: Wolverine
/release/rl2070382081/?ref_=bo_yld_table_12,177243721,235862449.0,413106170,150000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Night at the Museum: Battle of the Smithsonian
/release/rl577406465/?ref_=bo_yld_table_13,163958031,153417000.0,317375031,40000000.0,"['Comedy', 'Drama', 'Romance']",The Proposal
/release/rl1833010689/?ref_=bo_yld_table_14,166112167,603567306.0,769679473,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",2012
/release/rl693339649/?ref_=bo_yld_table_15,155064265,205300000.0,360364265,85000000.0,"['Action', 'Thriller']",Fast & Furious
/release/rl1062503937/?ref_=bo_yld_table_16,150201498,152267519.0,302469017,175000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",G.I. Joe: The Rise of Cobra
