,domestic,international,worldwide,budget,genres,title
/release/rl1265337857/?ref_=bo_yld_table_1,381011219,960500000.0,1341511219,,"['Adventure', 'Drama', 'Fantasy', 'Mystery']",Harry Potter and the Deathly Hallows: Part 2
/release/rl2977400321/?ref_=bo_yld_table_2,352390543,771403536.0,1123794079,195000000.0,"['Action', 'Adventure', 'Sci-Fi']",Transformers: Dark of the Moon
/release/rl3292956161/?ref_=bo_yld_table_3,281287133,430918723.0,712205856,110000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",The Twilight Saga: Breaking Dawn - Part 1
/release/rl408323585/?ref_=bo_yld_table_4,254464305,332300000.0,586764305,80000000.0,['Comedy'],The Hangover Part II
/release/rl4117267969/?ref_=bo_yld_table_5,241071802,804642000.0,1045713802,250000000.0,"['Action', 'Adventure', 'Fantasy']",Pirates of the Caribbean: On Stranger Tides
/release/rl877889025/?ref_=bo_yld_table_6,209837675,416300000.0,626137675,125000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Fast Five
/release/rl3091760641/?ref_=bo_yld_table_7,191452396,368400000.0,559852396,200000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",Cars 2
/release/rl3094644225/?ref_=bo_yld_table_8,181030624,268295994.0,449326618,150000000.0,"['Action', 'Adventure', 'Fantasy']",Thor
/release/rl225216001/?ref_=bo_yld_table_9,176760185,305040688.0,481800873,93000000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Rise of the Planet of the Apes
/release/rl1900578305/?ref_=bo_yld_table_10,176654505,193915269.0,370569774,140000000.0,"['Action', 'Adventure', 'Sci-Fi']",Captain America: The First Avenger
/release/rl626624001/?ref_=bo_yld_table_11,169708112,46931000.0,216639112,25000000.0,['Drama'],The Help
/release/rl2000848385/?ref_=bo_yld_table_12,169106725,119276798.0,288383523,32500000.0,"['Comedy', 'Romance']",Bridesmaids
/release/rl3579610625/?ref_=bo_yld_table_13,165249063,500443218.0,665692281,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Kung Fu Panda 2
/release/rl1434093057/?ref_=bo_yld_table_14,146408305,206208385.0,352616690,160000000.0,"['Action', 'Adventure', 'Sci-Fi']",X-Men: First Class
/release/rl1214940673/?ref_=bo_yld_table_15,149260504,405726973.0,554987477,130000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']",Puss in Boots
/release/rl292324865/?ref_=bo_yld_table_16,143619809,340246709.0,483866518,90000000.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Musical']",Rio
/release/rl292587009/?ref_=bo_yld_table_17,142614158,421135165.0,563749323,110000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",The Smurfs
/release/rl2255652353/?ref_=bo_yld_table_18,127004179,133091807.0,260095986,50000000.0,"['Mystery', 'Sci-Fi', 'Thriller']",Super 8
/release/rl3614344705/?ref_=bo_yld_table_19,186848418,357000000.0,543848418,,"['Action', 'Adventure', 'Mystery']",Sherlock Holmes: A Game of Shadows
/release/rl3479864833/?ref_=bo_yld_table_20,123477607,122246996.0,245724603,135000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Western']",Rango
/release/rl1365411329/?ref_=bo_yld_table_21,209397903,485315477.0,694713380,145000000.0,"['Action', 'Adventure', 'Thriller']",Mission: Impossible - Ghost Protocol
/release/rl3042739713/?ref_=bo_yld_table_22,135453143,288545959.0,423999102,15000000.0,"['Biography', 'Drama', 'History']",The King's Speech
/release/rl576226817/?ref_=bo_yld_table_23,117538559,92300000.0,209838559,35000000.0,"['Comedy', 'Crime']",Horrible Bosses
/release/rl1280804353/?ref_=bo_yld_table_24,116601172,103250000.0,219851172,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Green Lantern
/release/rl391874049/?ref_=bo_yld_table_25,108085305,75868418.0,183953723,63000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Hop
/release/rl2624161281/?ref_=bo_yld_table_26,104028807,103011037.0,207039844,5000000.0,"['Horror', 'Mystery', 'Thriller']",Paranormal Activity 3
/release/rl2456520193/?ref_=bo_yld_table_27,103028109,111917482.0,214945591,80000000.0,"['Comedy', 'Romance']",Just Go with It
/release/rl3564602881/?ref_=bo_yld_table_28,171243005,81033922.0,252276927,38000000.0,"['Drama', 'Western']",True Grit
/release/rl1095075329/?ref_=bo_yld_table_29,100292856,115904636.0,216197492,20000000.0,"['Comedy', 'Romance']",Bad Teacher
/release/rl2085455361/?ref_=bo_yld_table_30,100240551,74581774.0,174822325,163000000.0,"['Action', 'Sci-Fi', 'Thriller', 'Western']",Cowboys & Aliens
/release/rl1515488769/?ref_=bo_yld_table_31,99967670,94000000.0,193967670,,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",Gnomeo & Juliet
/release/rl1247249921/?ref_=bo_yld_table_32,98780042,129037206.0,227817248,120000000.0,"['Action', 'Comedy', 'Crime']",The Green Hornet
/release/rl3713959425/?ref_=bo_yld_table_33,94242001,91300000.0,185542001,45000000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical']",The Lion King
/release/rl1766032897/?ref_=bo_yld_table_34,133110742,209584693.0,342695435,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",Alvin and the Chipmunks: Chipwrecked
/release/rl275613185/?ref_=bo_yld_table_35,85468508,213800000.0,299268508,,"['Action', 'Drama', 'Sci-Fi', 'Sport']",Real Steel
/release/rl1515030017/?ref_=bo_yld_table_36,84351197,60700000.0,145051197,50000000.0,"['Comedy', 'Drama', 'Romance']","Crazy, Stupid, Love"
/release/rl3225781761/?ref_=bo_yld_table_37,83552429,128266925.0,211819354,70000000.0,"['Action', 'Sci-Fi']",Battle Los Angeles
/release/rl779650561/?ref_=bo_yld_table_38,83504017,143400000.0,226904017,75000000.0,"['Action', 'Drama', 'Fantasy', 'Romance']",Immortals
/release/rl3445982721/?ref_=bo_yld_table_39,88631237,76553000.0,165184237,45000000.0,"['Adventure', 'Comedy', 'Family', 'Musical']",The Muppets
/release/rl880641537/?ref_=bo_yld_table_40,80360843,89491916.0,169852759,80000000.0,"['Comedy', 'Family', 'Fantasy', 'Romance']",Zookeeper
/release/rl139232769/?ref_=bo_yld_table_41,79249455,82600000.0,161849455,27000000.0,"['Sci-Fi', 'Thriller']",Limitless
/release/rl1668777473/?ref_=bo_yld_table_42,78046570,74884053.0,152930623,75000000.0,"['Action', 'Comedy', 'Crime']",Tower Heist
/release/rl3595208193/?ref_=bo_yld_table_43,75658097,60857770.0,136515867,60000000.0,"['Action', 'Drama', 'Thriller']",Contagion
