,domestic,international,worldwide,budget,genres,title
/release/rl2992866817/?ref_=bo_yld_table_1,700059566,646853595.0,1346913161,,"['Action', 'Adventure', 'Sci-Fi']",Black Panther
/release/rl3043198465/?ref_=bo_yld_table_2,678815482,1369544272.0,2048359754,,"['Action', 'Adventure', 'Sci-Fi']",Avengers: Infinity War
/release/rl2071758337/?ref_=bo_yld_table_3,608581744,634223615.0,1242805359,,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",The Incredibles 2
/release/rl1602061825/?ref_=bo_yld_table_4,417719760,890748184.0,1308467944,170000000.0,"['Action', 'Adventure', 'Sci-Fi']",Jurassic World: Fallen Kingdom
/release/rl2488436225/?ref_=bo_yld_table_5,318491426,416055185.0,734546611,110000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Deadpool 2
/release/rl3075966465/?ref_=bo_yld_table_6,270620950,240975007.0,511595957,75000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Dr. Seuss' the Grinch
/release/rl3095234049/?ref_=bo_yld_table_7,404515480,557562066.0,962077546,90000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Jumanji: Welcome to the Jungle
/release/rl2449573377/?ref_=bo_yld_table_8,220159104,570956000.0,791115104,178000000.0,"['Action', 'Adventure', 'Thriller']",Mission: Impossible - Fallout
/release/rl2088535553/?ref_=bo_yld_table_9,216648740,406025399.0,622674139,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Ant-Man and the Wasp
/release/rl1954383361/?ref_=bo_yld_table_10,213767512,179157295.0,392924807,275000000.0,"['Action', 'Adventure', 'Sci-Fi']",Solo: A Star Wars Story
/release/rl2734720513/?ref_=bo_yld_table_11,213515506,642569645.0,856085151,100000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Venom
/release/rl2164360705/?ref_=bo_yld_table_12,215288866,220900000.0,436188866,36000000.0,"['Drama', 'Music', 'Romance']",A Star Is Born
/release/rl3108800001/?ref_=bo_yld_table_13,335061807,813400000.0,1148461807,,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Aquaman
/release/rl3439363585/?ref_=bo_yld_table_14,216428042,687227217.0,903655259,52000000.0,"['Biography', 'Drama', 'Music']",Bohemian Rhapsody
/release/rl2399176193/?ref_=bo_yld_table_15,188024361,152915000.0,340939361,17000000.0,"['Drama', 'Horror', 'Sci-Fi']",A Quiet Place
/release/rl2742978049/?ref_=bo_yld_table_16,201091711,328232251.0,529323962,175000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Ralph Breaks the Internet
/release/rl1157858817/?ref_=bo_yld_table_17,174532921,64000000.0,238532921,30000000.0,"['Comedy', 'Drama', 'Romance']",Crazy Rich Asians
/release/rl3111945729/?ref_=bo_yld_table_18,167510016,361073758.0,528583774,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Hotel Transylvania 3: Summer Vacation
