,domestic,international,worldwide,budget,genres,title
/release/rl3730736641/?ref_=bo_yld_table_1,312855561,450600000.0,763455561,45000000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical']",The Lion King
/release/rl1314031105/?ref_=bo_yld_table_2,329694499,347693217.0,677387716,55000000.0,"['Drama', 'Romance']",Forrest Gump
/release/rl3614934529/?ref_=bo_yld_table_3,146282411,232600000.0,378882411,115000000.0,"['Action', 'Comedy', 'Thriller']",True Lies
/release/rl1131382273/?ref_=bo_yld_table_4,144833357,45000000.0,189833357,22000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy']",The Santa Clause
/release/rl676496897/?ref_=bo_yld_table_5,130531208,211100000.0,341631208,46000000.0,"['Comedy', 'Family', 'Fantasy']",The Flintstones
/release/rl709527041/?ref_=bo_yld_table_6,122187717,93700000.0,215887717,62000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Clear and Present Danger
/release/rl3295708673/?ref_=bo_yld_table_7,121248145,229200000.0,350448145,30000000.0,"['Action', 'Adventure', 'Thriller']",Speed
/release/rl359958017/?ref_=bo_yld_table_8,119938730,231644677.0,351583407,23000000.0,"['Action', 'Comedy', 'Crime', 'Fantasy']",The Mask
/release/rl2085520897/?ref_=bo_yld_table_9,219195243,222090952.0,441286195,25000000.0,"['Comedy', 'Drama', 'Family']",Mrs. Doubtfire
/release/rl576357889/?ref_=bo_yld_table_10,105264608,118400000.0,223664608,60000000.0,"['Drama', 'Horror']",Interview with the Vampire: The Vampire Chronicles
/release/rl4066608641/?ref_=bo_yld_table_11,101631272,81400000.0,183031272,,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Western']",Maverick
/release/rl3949954561/?ref_=bo_yld_table_12,96065768,225240537.0,321306305,22000000.0,"['Biography', 'Drama', 'History']",Schindler's List
/release/rl575309313/?ref_=bo_yld_table_13,92115211,25500000.0,117615211,,"['Crime', 'Drama', 'Mystery', 'Thriller']",The Client
/release/rl1147700737/?ref_=bo_yld_table_14,77446440,129232000.0,206678440,26000000.0,['Drama'],Philadelphia
/release/rl1081312769/?ref_=bo_yld_table_15,71567262,125000000.0,196567262,,"['Action', 'Adventure', 'Sci-Fi']",Stargate
/release/rl104891905/?ref_=bo_yld_table_16,72217396,35000000.0,107217396,15000000.0,['Comedy'],Ace Ventura: Pet Detective
