,domestic,international,worldwide,budget,genres,title
/release/rl3864364545/?ref_=bo_yld_table_1,217631306,288071282.0,505702588,22000000.0,"['Drama', 'Fantasy', 'Romance', 'Thriller']",Ghost
/release/rl2439742977/?ref_=bo_yld_table_2,178406268,285000000.0,463406268,14000000.0,"['Comedy', 'Romance']",Pretty Woman
/release/rl3629745665/?ref_=bo_yld_table_3,285761243,190923432.0,476684675,18000000.0,"['Comedy', 'Family']",Home Alone
/release/rl4235560449/?ref_=bo_yld_table_4,135265915,66700000.0,201965915,13500000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Teenage Mutant Ninja Turtles
/release/rl4015556097/?ref_=bo_yld_table_5,122012643,78500000.0,200512643,30000000.0,"['Action', 'Adventure', 'Thriller']",The Hunt for Red October
/release/rl74941953/?ref_=bo_yld_table_6,119394840,141905000.0,261299840,65000000.0,"['Action', 'Sci-Fi', 'Thriller']",Total Recall
/release/rl1380943361/?ref_=bo_yld_table_7,117540947,122490147.0,240031094,70000000.0,"['Action', 'Thriller']",Die Hard 2
/release/rl2790163969/?ref_=bo_yld_table_8,106593296,39200000.0,145793296,,['Drama'],Driving Miss Daisy
/release/rl3209659905/?ref_=bo_yld_table_9,103738726,59000000.0,162738726,47000000.0,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",Dick Tracy
/release/rl3007940097/?ref_=bo_yld_table_10,87727583,156800000.0,244527583,40000000.0,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",Back to the Future Part III
/release/rl2775287297/?ref_=bo_yld_table_11,86303188,135000000.0,221303188,,"['Mystery', 'Thriller']",Presumed Innocent
/release/rl1246529025/?ref_=bo_yld_table_12,82670733,75250000.0,157920733,,"['Action', 'Drama', 'Sport']",Days of Thunder
/release/rl507676161/?ref_=bo_yld_table_13,80818974,72700000.0,153518974,,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",Another 48 Hrs.
/release/rl1330087425/?ref_=bo_yld_table_14,70978012,67719000.0,138697012,,"['Action', 'Comedy']",Bird on a Wire
/release/rl2823194113/?ref_=bo_yld_table_15,70001698,91000000.0,161001698,,"['Biography', 'Drama', 'War']",Born on the Fourth of July
/release/rl3260253697/?ref_=bo_yld_table_16,61489265,,61489265,,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Flatliners
/release/rl944539137/?ref_=bo_yld_table_17,184208848,240000000.0,424208848,22000000.0,"['Adventure', 'Drama', 'Western']",Dances with Wolves
/release/rl3228272129/?ref_=bo_yld_table_18,53470891,18800000.0,72270891,,"['Comedy', 'Family']",Problem Child
/release/rl1229096449/?ref_=bo_yld_table_19,53208180,,53208180,,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Arachnophobia
/release/rl2436990465/?ref_=bo_yld_table_20,71609321,,71609321,,"['Comedy', 'Drama', 'Family', 'Romance']",Three Men and a Little Lady
/release/rl796427777/?ref_=bo_yld_table_21,86888546,73300000.0,160188546,,"['Comedy', 'Romance']",The War of the Roses
/release/rl1364624897/?ref_=bo_yld_table_22,47410827,,47410827,,"['Action', 'Crime', 'Drama', 'Thriller']",Hard to Kill
/release/rl1382254081/?ref_=bo_yld_table_23,46044396,11924540.0,57968936,,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Marked for Death
/release/rl3010823681/?ref_=bo_yld_table_24,63408614,,63408614,,"['Action', 'Comedy', 'Crime', 'Thriller']",Tango & Cash
/release/rl1382843905/?ref_=bo_yld_table_25,45681173,,45681173,,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",RoboCop 2
/release/rl2422048257/?ref_=bo_yld_table_26,44645619,,44645619,,"['Adventure', 'Animation', 'Family', 'Musical']",The Jungle Book
/release/rl2189067777/?ref_=bo_yld_table_27,44143410,,44143410,,"['Action', 'Western']",Young Guns II
/release/rl4084434433/?ref_=bo_yld_table_28,83759091,12145000.0,95904091,,"['Comedy', 'Drama', 'Romance']",Steel Magnolias
/release/rl3109520897/?ref_=bo_yld_table_29,41482207,,41482207,,"['Comedy', 'Fantasy', 'Horror']",Gremlins 2: The New Batch
/release/rl3060565505/?ref_=bo_yld_table_30,40946358,79000000.0,119946358,,"['Drama', 'Sport']",Rocky V
/release/rl929138177/?ref_=bo_yld_table_31,84355863,99800000.0,184155863,,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",The Little Mermaid
/release/rl1500218881/?ref_=bo_yld_table_32,39071603,,39071603,,"['Comedy', 'Drama']",Postcards from the Edge
/release/rl3781330433/?ref_=bo_yld_table_33,61276872,,61276872,,"['Drama', 'Thriller']",Misery
/release/rl3998516737/?ref_=bo_yld_table_34,46836214,,46836214,,"['Biography', 'Crime', 'Drama']",Goodfellas
/release/rl1952286209/?ref_=bo_yld_table_35,39404261,,39404261,,"['Comedy', 'Romance']",Joe Versus the Volcano
/release/rl239896065/?ref_=bo_yld_table_36,33878502,15000000.0,48878502,,"['Action', 'Sci-Fi', 'Thriller']",Darkman
/release/rl1833141761/?ref_=bo_yld_table_37,43858790,30276000.0,74134790,,"['Drama', 'Fantasy', 'Romance']",Always
/release/rl2336261633/?ref_=bo_yld_table_38,31053601,2407668.0,33461269,,"['Action', 'Comedy', 'War']",Air America
/release/rl2892727809/?ref_=bo_yld_table_39,30669413,26450905.0,57120318,,"['Action', 'Horror', 'Sci-Fi']",Predator 2
/release/rl1516013057/?ref_=bo_yld_table_40,91457688,110500000.0,201957688,15000000.0,"['Comedy', 'Crime']",Kindergarten Cop
/release/rl1365870081/?ref_=bo_yld_table_41,29381956,15544750.0,44926706,,['Thriller'],Pacific Heights
/release/rl860521985/?ref_=bo_yld_table_42,28501605,7262000.0,35763605,,"['Horror', 'Thriller']",Child's Play 2
/release/rl878347777/?ref_=bo_yld_table_43,27734391,,27734391,,"['Crime', 'Drama', 'Thriller']",Internal Affairs
/release/rl977831425/?ref_=bo_yld_table_44,27627310,,27627310,,"['Comedy', 'Crime']",Cadillac Man
/release/rl492996097/?ref_=bo_yld_table_45,27441977,,27441977,,"['Action', 'Drama', 'War']",Memphis Belle
/release/rl1414825473/?ref_=bo_yld_table_46,66666062,70100000.0,136766062,54000000.0,"['Crime', 'Drama']",The Godfather: Part III
/release/rl2992735745/?ref_=bo_yld_table_47,140088813,156911000.0,296999813,,['Comedy'],Look Who's Talking
/release/rl1733592577/?ref_=bo_yld_table_48,26828365,,26828365,,"['Biography', 'Drama', 'History', 'War']",Glory
/release/rl1532528129/?ref_=bo_yld_table_49,26385627,,26385627,,"['Comedy', 'Music', 'Romance']",House Party
/release/rl4267345409/?ref_=bo_yld_table_50,26118851,,26118851,,"['Drama', 'Horror', 'Mystery']",Jacob's Ladder
/release/rl1599112705/?ref_=bo_yld_table_51,26098824,12925427.0,39024251,,"['Drama', 'Horror', 'Mystery']",The Exorcist III
/release/rl3629155841/?ref_=bo_yld_table_52,25363371,,25363371,,"['Animation', 'Family', 'Fantasy', 'Music']",Fantasia
/release/rl2221180417/?ref_=bo_yld_table_53,25069101,,25069101,,"['Action', 'Adventure', 'Thriller']",Navy Seals
/release/rl3026290177/?ref_=bo_yld_table_54,47789074,,47789074,,"['Comedy', 'Family', 'Romance']",Look Who's Talking Too
/release/rl3243148801/?ref_=bo_yld_table_55,25029569,,25029569,,"['Comedy', 'Crime', 'Family']",Ernest Goes to Jail
/release/rl2991162881/?ref_=bo_yld_table_56,118450002,213500000.0,331950002,40000000.0,"['Adventure', 'Comedy', 'Sci-Fi']",Back to the Future Part II
