,title,domestic,international,worldwide,budget,year,reference,Action,Adventure,Fantasy,Sci-Fi,Mystery,Thriller,Comedy,Horror,Drama,Romance,Music,Musical,Sport,Animation,War,Biography,Crime,Family,Western,Documentary,History,Film-Noir,Short,Adult,News,Talk-Show,Reality-TV
132,The Cannonball Run,72179579,0,72179579,,1981,/release/rl4752897/?ref_=bo_yld_table_3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,For Your Eyes Only,54812802,0,54812802,,1981,/release/rl4135224833/?ref_=bo_yld_table_4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,The Four Seasons,50427646,0,50427646,,1981,/release/rl2572322305/?ref_=bo_yld_table_5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Excalibur,34967437,0,34967437,,1981,/release/rl1783662081/?ref_=bo_yld_table_6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,History of the World: Part I,31672907,0,31672907,,1981,/release/rl2572781057/?ref_=bo_yld_table_7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,Bustin' Loose,31261269,0,31261269,,1981,/release/rl3846800897/?ref_=bo_yld_table_8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,The Great Muppet Caper,31206251,0,31206251,,1981,/release/rl3412428289/?ref_=bo_yld_table_9,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
139,Endless Love,31184024,1308650,32492674,,1981,/release/rl2219935233/?ref_=bo_yld_table_10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,An American Werewolf in London,30565292,0,30565292,,1981,/release/rl2336458241/?ref_=bo_yld_table_11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Halloween II,25533818,0,25533818,,1981,/release/rl3310847489/?ref_=bo_yld_table_12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Body Heat,24058838,0,24058838,,1981,/release/rl1749452289/?ref_=bo_yld_table_13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,Raiders of the Lost Ark,212222025,141766000,353988025,18000000.0,1981,/release/rl4083844609/?ref_=bo_yld_table_14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Friday the 13th Part 2,21722776,0,21722776,,1981,/release/rl3478291969/?ref_=bo_yld_table_15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,The Final Conflict,20471382,0,20471382,,1981,/release/rl1600554497/?ref_=bo_yld_table_16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,The Incredible Shrinking Woman,20259961,0,20259961,,1981,/release/rl2589689345/?ref_=bo_yld_table_17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Under the Rainbow,18826490,0,18826490,,1981,/release/rl2759230977/?ref_=bo_yld_table_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Outland,17374595,0,17374595,,1981,/release/rl57247233/?ref_=bo_yld_table_19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
149,Continental Divide,15578237,0,15578237,,1981,/release/rl3611985409/?ref_=bo_yld_table_20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Nighthawks,14905359,5000000,19905359,,1981,/release/rl224888321/?ref_=bo_yld_table_21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,Dragonslayer,14110013,0,14110013,,1981,/release/rl1229882881/?ref_=bo_yld_table_22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,The Legend of the Lone Ranger,12617845,0,12617845,,1981,/release/rl593397249/?ref_=bo_yld_table_23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,Back Roads,11809387,0,11809387,,1981,/release/rl1967490561/?ref_=bo_yld_table_24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Wolfen,10626725,0,10626725,,1981,/release/rl3397092865/?ref_=bo_yld_table_25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Time Bandits,42365581,0,42365581,,1981,/release/rl4185163265/?ref_=bo_yld_table_26,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Neighbors,29916207,0,29916207,,1981,/release/rl4033119745/?ref_=bo_yld_table_27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Prince of the City,8124257,0,8124257,,1981,/release/rl3798697473/?ref_=bo_yld_table_28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158,The Funhouse,7886857,0,7886857,,1981,/release/rl2069202433/?ref_=bo_yld_table_29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Modern Problems,26154211,0,26154211,,1981,/release/rl1046840833/?ref_=bo_yld_table_30,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Student Bodies,5165432,0,5165432,,1981,/release/rl2171831809/?ref_=bo_yld_table_31,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,All Night Long,4454295,0,4454295,,1981,/release/rl423855617/?ref_=bo_yld_table_32,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Sharky's Machine,35610100,0,35610100,,1981,/release/rl3983443457/?ref_=bo_yld_table_33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,Absence of Malice,40716963,0,40716963,,1981,/release/rl356550145/?ref_=bo_yld_table_34,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Reds,40382659,0,40382659,32000000.0,1981,/release/rl1399686657/?ref_=bo_yld_table_35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
165,The Pursuit of D.B. Cooper,3702028,0,3702028,,1981,/release/rl1584039425/?ref_=bo_yld_table_36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Arthur,95461682,0,95461682,,1981,/release/rl2621605377/?ref_=bo_yld_table_37,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Taps,35856053,0,35856053,,1981,/release/rl2910160385/?ref_=bo_yld_table_38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Ghost Story,23371905,0,23371905,,1981,/release/rl3461711361/?ref_=bo_yld_table_39,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Zoot Suit,3256082,0,3256082,,1981,/release/rl679314945/?ref_=bo_yld_table_40,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Rollover,10851261,0,10851261,,1981,/release/rl2741798401/?ref_=bo_yld_table_41,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Modern Romance,2863642,0,2863642,,1981,/release/rl895845889/?ref_=bo_yld_table_42,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,The Hand,2447576,0,2447576,,1981,/release/rl559318529/?ref_=bo_yld_table_43,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Heartbeeps,2154696,0,2154696,,1981,/release/rl4250306049/?ref_=bo_yld_table_44,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,This Is Elvis,2028612,0,2028612,,1981,/release/rl1383368193/?ref_=bo_yld_table_45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,Sphinx,2022771,0,2022771,,1981,/release/rl1064535553/?ref_=bo_yld_table_46,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Honky Tonk Freeway,2004742,0,2004742,,1981,/release/rl1062766081/?ref_=bo_yld_table_47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Raggedy Man,1976198,0,1976198,,1981,/release/rl4251616769/?ref_=bo_yld_table_48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,King of the Mountain,1791147,0,1791147,,1981,/release/rl1180468737/?ref_=bo_yld_table_49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Cinderella,28040000,0,28040000,,1981,/release/rl4199253505/?ref_=bo_yld_table_50,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
180,Silence of the North,1622898,0,1622898,,1981,/release/rl1517389313/?ref_=bo_yld_table_51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Eyes of a Stranger,1118634,0,1118634,,1981,/release/rl3041953281/?ref_=bo_yld_table_52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,On Golden Pond,119285432,0,119285432,,1981,/release/rl2320795137/?ref_=bo_yld_table_53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Cattle Annie and Little Britches,534816,0,534816,,1981,/release/rl2202568193/?ref_=bo_yld_table_54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,Ragtime,14920781,0,14920781,,1981,/release/rl4285171201/?ref_=bo_yld_table_55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Chariots of Fire,58972904,0,58972904,,1981,/release/rl508265985/?ref_=bo_yld_table_56,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,E.T. the Extra-Terrestrial,359197037,304203888,663400925,10500000.0,1982,/release/rl995132929/?ref_=bo_yld_table_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,Raiders of the Lost Ark,212222025,141766000,353988025,18000000.0,1982,/release/rl4083844609/?ref_=bo_yld_table_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Rocky III,124146897,0,124146897,,1982,/release/rl3010233857/?ref_=bo_yld_table_3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,On Golden Pond,119285432,0,119285432,,1982,/release/rl2320795137/?ref_=bo_yld_table_4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,An Officer and a Gentleman,129795554,0,129795554,,1982,/release/rl423790081/?ref_=bo_yld_table_5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Porky's,105492483,0,105492483,,1982,/release/rl1802208769/?ref_=bo_yld_table_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Arthur,95461682,0,95461682,,1982,/release/rl2621605377/?ref_=bo_yld_table_7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Star Trek II: The Wrath of Khan,78912963,0,78912963,11200000.0,1982,/release/rl2993915393/?ref_=bo_yld_table_8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Poltergeist,76606280,0,76606280,,1982,/release/rl107709953/?ref_=bo_yld_table_9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,The Best Little Whorehouse in Texas,69701637,0,69701637,,1982,/release/rl2370078209/?ref_=bo_yld_table_10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Chariots of Fire,58972904,0,58972904,,1982,/release/rl508265985/?ref_=bo_yld_table_11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
197,Annie,57059003,0,57059003,,1982,/release/rl625116673/?ref_=bo_yld_table_12,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,First Blood,47212904,78000000,125212904,15000000.0,1982,/release/rl2270397953/?ref_=bo_yld_table_13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Firefox,46708276,0,46708276,,1982,/release/rl2505278977/?ref_=bo_yld_table_14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Conan the Barbarian,39565475,29286000,68851475,,1982,/release/rl4165633537/?ref_=bo_yld_table_15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,The Sword and the Sorcerer,39103425,0,39103425,,1982,/release/rl393577985/?ref_=bo_yld_table_16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Absence of Malice,40716963,0,40716963,,1982,/release/rl356550145/?ref_=bo_yld_table_17,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Reds,40382659,0,40382659,32000000.0,1982,/release/rl1399686657/?ref_=bo_yld_table_18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
204,Richard Pryor: Live on the Sunset Strip,36299720,0,36299720,,1982,/release/rl1013745153/?ref_=bo_yld_table_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Friday the 13th Part III,34581519,0,34581519,,1982,/release/rl3226633729/?ref_=bo_yld_table_20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Time Bandits,42365581,0,42365581,,1982,/release/rl4185163265/?ref_=bo_yld_table_21,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Taps,35856053,0,35856053,,1982,/release/rl2910160385/?ref_=bo_yld_table_22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Sharky's Machine,35610100,0,35610100,,1982,/release/rl3983443457/?ref_=bo_yld_table_23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,Tootsie,177200000,0,177200000,21000000.0,1982,/release/rl645367297/?ref_=bo_yld_table_24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Young Doctors in Love,30688860,0,30688860,,1982,/release/rl2742715905/?ref_=bo_yld_table_25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,TRON,33000000,0,33000000,17000000.0,1982,/release/rl3984033281/?ref_=bo_yld_table_26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,The World According to Garp,29712172,0,29712172,,1982,/release/rl8029697/?ref_=bo_yld_table_27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Victor Victoria,28215453,0,28215453,,1982,/release/rl1215923713/?ref_=bo_yld_table_28,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Blade Runner,27580111,0,27580111,,1982,/release/rl2219279873/?ref_=bo_yld_table_29,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Fast Times at Ridgemont High,27092880,0,27092880,,1982,/release/rl726894081/?ref_=bo_yld_table_30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Cinderella,28040000,0,28040000,,1982,/release/rl4199253505/?ref_=bo_yld_table_31,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
217,The Toy,47118057,0,47118057,,1982,/release/rl1433896449/?ref_=bo_yld_table_32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Some Kind of Hero,23671186,0,23671186,,1982,/release/rl1332774401/?ref_=bo_yld_table_33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
219,Bambi,23000000,0,23000000,,1982,/release/rl2772796929/?ref_=bo_yld_table_34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
220,Pink Floyd: The Wall,22244207,0,22244207,,1982,/release/rl108299777/?ref_=bo_yld_table_35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Things Are Tough All Over,21134374,0,21134374,,1982,/release/rl1987544577/?ref_=bo_yld_table_36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,48 Hrs.,78868508,0,78868508,,1982,/release/rl4030825985/?ref_=bo_yld_table_37,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,Creepshow,21028755,0,21028755,,1982,/release/rl1364035073/?ref_=bo_yld_table_38,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Neighbors,29916207,0,29916207,,1982,/release/rl4033119745/?ref_=bo_yld_table_39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Night Shift,21095638,0,21095638,,1982,/release/rl1969718785/?ref_=bo_yld_table_40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,My Favorite Year,20123620,0,20123620,,1982,/release/rl139691521/?ref_=bo_yld_table_41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Ghost Story,23371905,0,23371905,,1982,/release/rl3461711361/?ref_=bo_yld_table_42,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,The Thing,19629760,0,19629760,,1982,/release/rl1802798593/?ref_=bo_yld_table_43,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Modern Problems,26154211,0,26154211,,1982,/release/rl1046840833/?ref_=bo_yld_table_44,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Deathtrap,19282134,0,19282134,,1982,/release/rl3897329153/?ref_=bo_yld_table_45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,Six Pack,20225989,0,20225989,,1982,/release/rl2205255169/?ref_=bo_yld_table_46,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Dead Men Don't Wear Plaid,18196170,0,18196170,,1982,/release/rl2806810113/?ref_=bo_yld_table_47,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233,Airplane II: The Sequel,27150534,0,27150534,,1982,/release/rl2252375553/?ref_=bo_yld_table_48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Raiders of the Lost Ark,21437879,0,21437879,18000000.0,1982,/release/rl4100621825/?ref_=bo_yld_table_49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Mad Max 2: The Road Warrior,23667907,0,23667907,,1982,/release/rl1701611009/?ref_=bo_yld_table_50,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,The Dark Crystal,40577001,0,40577001,,1982,/release/rl340559361/?ref_=bo_yld_table_51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237,Zapped!,16897768,0,16897768,,1982,/release/rl3682240001/?ref_=bo_yld_table_52,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Quest for Fire,20959585,0,20959585,12500000.0,1982,/release/rl3010102785/?ref_=bo_yld_table_53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239,Best Friends,36821203,0,36821203,,1982,/release/rl2537850369/?ref_=bo_yld_table_54,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Grease 2,15171476,0,15171476,,1982,/release/rl2069333505/?ref_=bo_yld_table_55,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Star Wars: Episode IV - A New Hope,15476785,0,15476785,11000000.0,1982,/release/rl2725479937/?ref_=bo_yld_table_56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Ragtime,14920781,0,14920781,,1982,/release/rl4285171201/?ref_=bo_yld_table_57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Halloween III: Season of the Witch,14400000,0,14400000,,1982,/release/rl3344401921/?ref_=bo_yld_table_58,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Diner,14099953,0,14099953,,1982,/release/rl2790229505/?ref_=bo_yld_table_59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,The Beastmaster,14056528,0,14056528,,1982,/release/rl776242689/?ref_=bo_yld_table_60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Star Wars: Episode V - The Empire Strikes Back,13276241,0,13276241,18000000.0,1982,/release/rl2454816257/?ref_=bo_yld_table_61,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Visiting Hours,13258670,0,13258670,,1982,/release/rl2910422529/?ref_=bo_yld_table_62,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Vice Squad,13253583,0,13253583,,1982,/release/rl1417250305/?ref_=bo_yld_table_63,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,Author! Author!,13111101,0,13111101,,1982,/release/rl994412033/?ref_=bo_yld_table_64,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,The Verdict,53977250,0,53977250,,1982,/release/rl1870235137/?ref_=bo_yld_table_65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Private Lessons,26279000,0,26279000,2800000.0,1982,/release/rl3597370881/?ref_=bo_yld_table_66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Amityville II: The Possession,12534817,0,12534817,,1982,/release/rl2219017729/?ref_=bo_yld_table_67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,The Secret of NIMH,14665733,0,14665733,,1982,/release/rl3262088705/?ref_=bo_yld_table_68,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
254,Monsignor,12408066,0,12408066,,1982,/release/rl56985089/?ref_=bo_yld_table_69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
255,Making Love,11897978,0,11897978,,1982,/release/rl4267738625/?ref_=bo_yld_table_70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Death Wish II,16100000,0,16100000,,1982,/release/rl3914106369/?ref_=bo_yld_table_71,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257,The Seduction,11378339,0,11378339,,1982,/release/rl24020481/?ref_=bo_yld_table_72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Missing,14000000,0,14000000,,1982,/release/rl3714221569/?ref_=bo_yld_table_73,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
259,Das Boot,10915250,0,10915250,,1982,/release/rl1934394881/?ref_=bo_yld_table_74,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,Silent Rage,10490791,0,10490791,,1982,/release/rl1383171585/?ref_=bo_yld_table_75,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,Class Reunion,10054150,0,10054150,,1982,/release/rl826967553/?ref_=bo_yld_table_76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Hanky Panky,9823934,0,9823934,,1982,/release/rl475432449/?ref_=bo_yld_table_77,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,A Midsummer Night's Sex Comedy,9077269,0,9077269,,1982,/release/rl2942469633/?ref_=bo_yld_table_78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,If You Could See What I Hear,8693512,0,8693512,,1982,/release/rl526091777/?ref_=bo_yld_table_79,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
